Container is store 10000 plants:
0: Tree: age = 74581, name = XwFnuYs, GetQuotient = 0.14285714285714285
6282: Bush: month = Month.MARCH, name = cT, GetQuotient = 0.0
6283: Flower: name = SOTeqxkkvQQ, Type = Type.HOUSE, GetQuotient = 0.09090909090909091
6284: Flower: name = AadSDmTgr, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
6285: Flower: name = orRtYNoVJAb, Type = Type.HOUSE, GetQuotient = 0.18181818181818182
6286: Bush: month = Month.SEPTEMBER, name = KnkweizLJmAMYFsmXstx, GetQuotient = 0.1
6287: Bush: month = Month.AUGUST, name = LKEntNRdfuimwBPi, GetQuotient = 0.1875
6288: Flower: name = hgPNeI, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
6289: Bush: month = Month.OCTOBER, name = CexqPOkXLIjzbPkaYMeB, GetQuotient = 0.15
6290: Tree: age = 89442, name = MgALMKRMzRou, GetQuotient = 0.16666666666666666
6291: Tree: age = 19639, name = ANTOLGnwdSozyP, GetQuotient = 0.07142857142857142
6292: Bush: month = Month.AUGUST, name = TzfprxIgJMNwugciFtB, GetQuotient = 0.10526315789473684
6293: Bush: month = Month.JANUARY, name = dfhMZexfTiQYwfwGpXLe, GetQuotient = 0.15
6294: Bush: month = Month.SEPTEMBER, name = qIylygEgYg, GetQuotient = 0.0
6295: Flower: name = fEvxuSCBgBANaODGHUo, Type = Type.GARDEN, GetQuotient = 0.15789473684210525
6296: Tree: age = 71071, name = DQQHjXfnGGC, GetQuotient = 0.0
6297: Flower: name = IzITqPItlaEgQvffAII, Type = Type.WILD, GetQuotient = 0.05263157894736842
6298: Tree: age = 76761, name = WOSfgMMsHQqc, GetQuotient = 0.0
6299: Flower: name = I, Type = Type.WILD, GetQuotient = 0.0
6300: Flower: name = GTXaMYpxxqwSf, Type = Type.WILD, GetQuotient = 0.07692307692307693
6301: Flower: name = zjYTWfCr, Type = Type.HOUSE, GetQuotient = 0.0
6302: Tree: age = 86556, name = ldvpYoPzaNYGOKHQBZE, GetQuotient = 0.10526315789473684
6303: Bush: month = Month.JULY, name = TXES, GetQuotient = 0.0
6304: Bush: month = Month.AUGUST, name = nIloG, GetQuotient = 0.2
6305: Bush: month = Month.OCTOBER, name = ehxYOVLBCplXr, GetQuotient = 0.07692307692307693
6306: Bush: month = Month.APRIL, name = ydwhFyw, GetQuotient = 0.0
6307: Bush: month = Month.APRIL, name = tnhbgWPoEYMcscoCvqqz, GetQuotient = 0.1
6308: Bush: month = Month.OCTOBER, name = FvuqdvTDIRZXDnQPdbQ, GetQuotient = 0.05263157894736842
6309: Bush: month = Month.JUNE, name = MKrqmP, GetQuotient = 0.0
6310: Bush: month = Month.APRIL, name = HpVGanlPqknUlQGUaU, GetQuotient = 0.1111111111111111
6311: Flower: name = ypfEYUZ, Type = Type.HOUSE, GetQuotient = 0.0
6312: Flower: name = XvzxTUoFuxu, Type = Type.HOUSE, GetQuotient = 0.2727272727272727
6313: Bush: month = Month.MAY, name = HTsxNTIyBUvhflcUFEX, GetQuotient = 0.0
6314: Bush: month = Month.DECEMBER, name = xbaoNWzcJpKslRcfZfGB, GetQuotient = 0.1
6315: Tree: age = 57148, name = GuSvkVee, GetQuotient = 0.375
6316: Bush: month = Month.JULY, name = uSZLheh, GetQuotient = 0.2857142857142857
6317: Flower: name = EzNLmpyTGd, Type = Type.GARDEN, GetQuotient = 0.0
6318: Bush: month = Month.NOVEMBER, name = SFJeklVxOxYeRZnk, GetQuotient = 0.125
6319: Flower: name = OgQTPfevmnJz, Type = Type.HOUSE, GetQuotient = 0.08333333333333333
6320: Flower: name = sYAObdcGhAw, Type = Type.WILD, GetQuotient = 0.0
6321: Bush: month = Month.MARCH, name = OwtCs, GetQuotient = 0.0
6322: Tree: age = 91542, name = NkRIBJxOHHmftUXaOwp, GetQuotient = 0.05263157894736842
6323: Tree: age = 71453, name = RFhGcNPAdBdksBHcxk, GetQuotient = 0.0
6324: Flower: name = GMmpaVBh, Type = Type.HOUSE, GetQuotient = 0.125
6325: Tree: age = 49014, name = XDWMqvRndooatTlSjD, GetQuotient = 0.16666666666666666
6326: Flower: name = nViwdwVASfh, Type = Type.HOUSE, GetQuotient = 0.09090909090909091
6327: Bush: month = Month.JULY, name = jhpwCIhpsRbYd, GetQuotient = 0.0
6328: Bush: month = Month.NOVEMBER, name = ThGrlwBLBPqGtmztZ, GetQuotient = 0.0
6329: Bush: month = Month.JULY, name = dPnXmvvXhxURQPYdgyqt, GetQuotient = 0.0
6330: Flower: name = uQAkFmPKBBtkrVHVk, Type = Type.WILD, GetQuotient = 0.058823529411764705
6331: Tree: age = 20354, name = TNJpvzZPc, GetQuotient = 0.0
6332: Tree: age = 19011, name = kdIcdtYdp, GetQuotient = 0.0
6333: Bush: month = Month.SEPTEMBER, name = dnMlNrKa, GetQuotient = 0.125
6334: Flower: name = VMQvGAB, Type = Type.HOUSE, GetQuotient = 0.0
6335: Bush: month = Month.MAY, name = dNPkzrzg, GetQuotient = 0.0
6336: Tree: age = 98241, name = qiLOkbduANzU, GetQuotient = 0.16666666666666666
6337: Bush: month = Month.JULY, name = VXnFrmWUCVcMakpG, GetQuotient = 0.0625
6338: Bush: month = Month.FEBRUARY, name = zYxrrRhylLGYq, GetQuotient = 0.0
6339: Tree: age = 80964, name = WJqfoGUb, GetQuotient = 0.125
6340: Bush: month = Month.SEPTEMBER, name = lKsjODHlABaFSM, GetQuotient = 0.07142857142857142
6341: Bush: month = Month.AUGUST, name = YoZEOKw, GetQuotient = 0.14285714285714285
6342: Tree: age = 7151, name = KGJGMZBQuW, GetQuotient = 0.1
6343: Bush: month = Month.OCTOBER, name = xbygdS, GetQuotient = 0.0
6344: Tree: age = 9591, name = ZmhyCHtUhUfRIH, GetQuotient = 0.0
6345: Tree: age = 15361, name = qSEixOQyWHQblpgOFN, GetQuotient = 0.05555555555555555
6346: Flower: name = IGmIXEYlKoVUbSzh, Type = Type.WILD, GetQuotient = 0.0625
6347: Bush: month = Month.JANUARY, name = LfjmXddrlYFBgi, GetQuotient = 0.07142857142857142
6348: Bush: month = Month.JUNE, name = IxYAHJ, GetQuotient = 0.0
6349: Tree: age = 13369, name = jmQLBpyy, GetQuotient = 0.0
6350: Flower: name = skkTXRkSmC, Type = Type.HOUSE, GetQuotient = 0.0
6351: Flower: name = oQxGTrH, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
6352: Bush: month = Month.APRIL, name = rhUqCwmkEqVII, GetQuotient = 0.0
6353: Tree: age = 86485, name = SwTDJXiG, GetQuotient = 0.125
6354: Bush: month = Month.AUGUST, name = ooxaOtCWidHcyXE, GetQuotient = 0.26666666666666666
6355: Flower: name = tzfnAnYPhHhZX, Type = Type.GARDEN, GetQuotient = 0.0
6356: Tree: age = 92941, name = S, GetQuotient = 0.0
6357: Tree: age = 69891, name = JpasqypxvnAOfRN, GetQuotient = 0.06666666666666667
6358: Bush: month = Month.DECEMBER, name = WBPXOpFjUECZprnjMhd, GetQuotient = 0.0
6359: Flower: name = WZ, Type = Type.HOUSE, GetQuotient = 0.0
6360: Flower: name = ArZKtxfzNrhHBEmiWygf, Type = Type.WILD, GetQuotient = 0.05
6361: Bush: month = Month.MAY, name = kEzscMry, GetQuotient = 0.0
6362: Bush: month = Month.NOVEMBER, name = tkMRPNSLzk, GetQuotient = 0.0
6363: Flower: name = seqTcW, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
6364: Tree: age = 46870, name = ODnJXaLzTjvhZV, GetQuotient = 0.07142857142857142
6365: Bush: month = Month.JANUARY, name = fZUGKoTHAwhgxUPVQr, GetQuotient = 0.05555555555555555
6366: Flower: name = EpYCJFK, Type = Type.GARDEN, GetQuotient = 0.0
6367: Bush: month = Month.MARCH, name = rXvAhpHoBXcJrPtU, GetQuotient = 0.0625
6368: Flower: name = fSZabgSPO, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
6369: Flower: name = XVxTpayAfjQWunDGOaRO, Type = Type.GARDEN, GetQuotient = 0.15
6370: Flower: name = BXkSVyok, Type = Type.GARDEN, GetQuotient = 0.125
6371: Bush: month = Month.AUGUST, name = LGHAWHRk, GetQuotient = 0.0
6372: Bush: month = Month.MARCH, name = VfqFNlTZLYSzEy, GetQuotient = 0.0
6373: Bush: month = Month.APRIL, name = aoZhUuiNWd, GetQuotient = 0.4
6374: Flower: name = lOgneSkgStUIlM, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
6375: Tree: age = 80103, name = U, GetQuotient = 0.0
6376: Flower: name = DzfIVDr, Type = Type.HOUSE, GetQuotient = 0.0
6377: Flower: name = AcMlnd, Type = Type.HOUSE, GetQuotient = 0.0
6378: Flower: name = yTzpfYkpgYZYOWbUGkhO, Type = Type.WILD, GetQuotient = 0.0
6379: Flower: name = qtNtrBLDQjrI, Type = Type.WILD, GetQuotient = 0.0
6380: Tree: age = 94685, name = QaxPbx, GetQuotient = 0.16666666666666666
6381: Bush: month = Month.FEBRUARY, name = Ow, GetQuotient = 0.0
6382: Bush: month = Month.DECEMBER, name = dkMNxFOOlpAg, GetQuotient = 0.0
6383: Tree: age = 20814, name = gEVBGXIuXnuNYSqn, GetQuotient = 0.125
6384: Flower: name = QkRGnO, Type = Type.WILD, GetQuotient = 0.0
6385: Tree: age = 26993, name = dsMbVFbrcNxxAAaGFVj, GetQuotient = 0.05263157894736842
6386: Bush: month = Month.JANUARY, name = BMK, GetQuotient = 0.0
6387: Tree: age = 31188, name = SFkjuwla, GetQuotient = 0.25
6388: Tree: age = 93200, name = AtASbPOvhH, GetQuotient = 0.0
6389: Bush: month = Month.NOVEMBER, name = AOAXTSBaYkut, GetQuotient = 0.16666666666666666
6390: Bush: month = Month.OCTOBER, name = CcnAbEtnHmDK, GetQuotient = 0.0
6391: Flower: name = yPBggQIJXFjoIMgkr, Type = Type.WILD, GetQuotient = 0.058823529411764705
6392: Tree: age = 19297, name = UieliyzPYUqpYDFe, GetQuotient = 0.25
6393: Tree: age = 19542, name = DPXmJ, GetQuotient = 0.0
6394: Tree: age = 92059, name = IVbNMCnq, GetQuotient = 0.0
6395: Tree: age = 6066, name = WU, GetQuotient = 0.0
6396: Tree: age = 66334, name = kSRyILAUvusCdPf, GetQuotient = 0.06666666666666667
6397: Bush: month = Month.FEBRUARY, name = ORgV, GetQuotient = 0.0
6398: Bush: month = Month.JUNE, name = cBz, GetQuotient = 0.0
6399: Flower: name = Ib, Type = Type.GARDEN, GetQuotient = 0.0
6400: Bush: month = Month.OCTOBER, name = WdiciarnzRqKaP, GetQuotient = 0.2857142857142857
6401: Tree: age = 17447, name = ArBhBgjErTXOSRui, GetQuotient = 0.125
6402: Bush: month = Month.JANUARY, name = ip, GetQuotient = 0.5
6403: Tree: age = 49548, name = NZPomDTqlbd, GetQuotient = 0.09090909090909091
6404: Bush: month = Month.SEPTEMBER, name = j, GetQuotient = 0.0
6405: Tree: age = 57491, name = sbmRhdiOqR, GetQuotient = 0.1
6406: Bush: month = Month.NOVEMBER, name = yo, GetQuotient = 0.5
6407: Tree: age = 76015, name = dvPkx, GetQuotient = 0.0
6408: Flower: name = cRwehZaKSAJZHGMvKlP, Type = Type.WILD, GetQuotient = 0.10526315789473684
6409: Tree: age = 87814, name = x, GetQuotient = 0.0
6410: Bush: month = Month.FEBRUARY, name = XILKXnRKfsoPMPLxe, GetQuotient = 0.11764705882352941
6411: Bush: month = Month.JUNE, name = ffrmTJGKWd, GetQuotient = 0.0
6412: Bush: month = Month.OCTOBER, name = gOBJFjqmLnDc, GetQuotient = 0.0
6413: Flower: name = FxmvDBl, Type = Type.HOUSE, GetQuotient = 0.0
6414: Flower: name = K, Type = Type.GARDEN, GetQuotient = 0.0
6415: Flower: name = jhKWuNxpAbBvNyBUdcV, Type = Type.WILD, GetQuotient = 0.05263157894736842
6416: Tree: age = 63502, name = K, GetQuotient = 0.0
6417: Flower: name = bkGrdfantYHLEF, Type = Type.WILD, GetQuotient = 0.07142857142857142
6418: Bush: month = Month.JANUARY, name = cBorvDzMxlAUQMdY, GetQuotient = 0.0625
6419: Bush: month = Month.OCTOBER, name = ifzAjPuwXwkSpjo, GetQuotient = 0.2
6420: Flower: name = kMYxMQjIajoNwzOtMaAF, Type = Type.GARDEN, GetQuotient = 0.15
6421: Flower: name = UviJUtOLzQQjVu, Type = Type.WILD, GetQuotient = 0.14285714285714285
6422: Tree: age = 94635, name = lxYSKYOpIG, GetQuotient = 0.0
6423: Bush: month = Month.MAY, name = RujjNWTo, GetQuotient = 0.25
6424: Tree: age = 29985, name = TyTLBRyFwiXNW, GetQuotient = 0.07692307692307693
6425: Bush: month = Month.DECEMBER, name = zF, GetQuotient = 0.0
6426: Bush: month = Month.SEPTEMBER, name = dBEtIDvzUTM, GetQuotient = 0.0
6427: Tree: age = 92201, name = arsbjKdqvke, GetQuotient = 0.18181818181818182
6428: Flower: name = AeHQgXDxnnweL, Type = Type.WILD, GetQuotient = 0.15384615384615385
6429: Flower: name = uJIaQUkvUe, Type = Type.GARDEN, GetQuotient = 0.3
6430: Tree: age = 11559, name = bC, GetQuotient = 0.0
6431: Tree: age = 61569, name = gTvdvQ, GetQuotient = 0.0
6432: Tree: age = 19077, name = AXk, GetQuotient = 0.0
6433: Tree: age = 91484, name = RcrRLdE, GetQuotient = 0.0
6434: Flower: name = j, Type = Type.HOUSE, GetQuotient = 0.0
6435: Tree: age = 3444, name = mKSnaKLfSRBr, GetQuotient = 0.08333333333333333
6436: Flower: name = IbzgdzU, Type = Type.HOUSE, GetQuotient = 0.0
6437: Bush: month = Month.JUNE, name = TqqCZpGAlbP, GetQuotient = 0.0
6438: Tree: age = 56082, name = pRskgeltqSCbVqWfsfd, GetQuotient = 0.05263157894736842
6439: Flower: name = saeweCCzEBsu, Type = Type.GARDEN, GetQuotient = 0.3333333333333333
6440: Bush: month = Month.FEBRUARY, name = rZjFQIHWNBv, GetQuotient = 0.0
6441: Tree: age = 21029, name = ixsRonk, GetQuotient = 0.2857142857142857
6442: Tree: age = 85295, name = DppqDuqBrMfvywTCwDJl, GetQuotient = 0.05
6443: Flower: name = Z, Type = Type.GARDEN, GetQuotient = 0.0
6444: Flower: name = l, Type = Type.GARDEN, GetQuotient = 0.0
6445: Flower: name = YSBfI, Type = Type.WILD, GetQuotient = 0.0
6446: Tree: age = 56331, name = iQIQSkAQgNskCCyzLseG, GetQuotient = 0.1
6447: Tree: age = 72362, name = ZYMexMlHQgfQrGtAw, GetQuotient = 0.058823529411764705
6448: Tree: age = 67290, name = TslPNihwi, GetQuotient = 0.2222222222222222
6449: Tree: age = 70574, name = zjo, GetQuotient = 0.3333333333333333
6450: Flower: name = bkQlhxCsn, Type = Type.WILD, GetQuotient = 0.0
6451: Bush: month = Month.FEBRUARY, name = wQGLPSS, GetQuotient = 0.0
6452: Bush: month = Month.MARCH, name = POPWMsZbpkNlNUCBN, GetQuotient = 0.0
6453: Tree: age = 42226, name = eMGGwxCwqzqtDCesgDv, GetQuotient = 0.10526315789473684
6454: Tree: age = 91789, name = oaqxjAfCfmIEJpu, GetQuotient = 0.2
6455: Tree: age = 89243, name = OaGAyFcAVl, GetQuotient = 0.1
6456: Flower: name = MhvyKJoJLAI, Type = Type.HOUSE, GetQuotient = 0.09090909090909091
6457: Tree: age = 1464, name = wWBVqSqJK, GetQuotient = 0.0
6458: Bush: month = Month.JANUARY, name = oNmrAlsxfevYQjV, GetQuotient = 0.13333333333333333
6459: Tree: age = 16832, name = Z, GetQuotient = 0.0
6460: Bush: month = Month.AUGUST, name = AmpJac, GetQuotient = 0.16666666666666666
6461: Bush: month = Month.JUNE, name = vOHvXeqFLzT, GetQuotient = 0.09090909090909091
6462: Bush: month = Month.OCTOBER, name = RnKGvdNABatvoPsIM, GetQuotient = 0.11764705882352941
6463: Flower: name = hFEPxXnJJCggqFZumVvk, Type = Type.HOUSE, GetQuotient = 0.05
6464: Tree: age = 8301, name = RNxhEGzeStxFEZpJqRPz, GetQuotient = 0.05
6465: Flower: name = eNjjejJlJTNhV, Type = Type.GARDEN, GetQuotient = 0.15384615384615385
6466: Tree: age = 60416, name = YvjmTEslDUIIV, GetQuotient = 0.0
6467: Bush: month = Month.MARCH, name = BwMzqbsJKiAQusGq, GetQuotient = 0.125
6468: Bush: month = Month.SEPTEMBER, name = NUyoR, GetQuotient = 0.2
6469: Bush: month = Month.SEPTEMBER, name = PBkfaDTPaREsSELXnI, GetQuotient = 0.1111111111111111
6470: Bush: month = Month.DECEMBER, name = YSzfP, GetQuotient = 0.0
6471: Bush: month = Month.SEPTEMBER, name = rnraUOL, GetQuotient = 0.14285714285714285
6472: Flower: name = Y, Type = Type.WILD, GetQuotient = 0.0
6473: Tree: age = 40428, name = iHxJBHOtreC, GetQuotient = 0.18181818181818182
6474: Flower: name = tZkMnVteD, Type = Type.WILD, GetQuotient = 0.1111111111111111
6475: Bush: month = Month.OCTOBER, name = UsKxaHJaqkiHfj, GetQuotient = 0.21428571428571427
6476: Bush: month = Month.JUNE, name = Yv, GetQuotient = 0.0
6477: Flower: name = pZSqqsjdMcqAckLKUCXx, Type = Type.HOUSE, GetQuotient = 0.0
6478: Tree: age = 1783, name = oQePysSNHfEfDmFm, GetQuotient = 0.125
6479: Flower: name = tUuTTQPTVMFNmoYV, Type = Type.GARDEN, GetQuotient = 0.125
6480: Tree: age = 68806, name = KfFOSDPmkthMiYq, GetQuotient = 0.06666666666666667
6481: Bush: month = Month.SEPTEMBER, name = eyqWthvguNhiyPKoLW, GetQuotient = 0.2222222222222222
6482: Tree: age = 36045, name = NhIddZYzLTaXdkxQbYk, GetQuotient = 0.05263157894736842
6483: Bush: month = Month.JANUARY, name = qWAw, GetQuotient = 0.0
6484: Bush: month = Month.APRIL, name = CsnreIMytuqqohoNhoX, GetQuotient = 0.2631578947368421
6485: Flower: name = MU, Type = Type.WILD, GetQuotient = 0.0
6486: Tree: age = 25969, name = CEbBVpKs, GetQuotient = 0.0
6487: Tree: age = 45117, name = KzOFfxOwfvvx, GetQuotient = 0.0
6488: Tree: age = 87952, name = uTQdUvR, GetQuotient = 0.14285714285714285
6489: Tree: age = 85491, name = RBayKkqpJWTeimJzDcZ, GetQuotient = 0.15789473684210525
6490: Bush: month = Month.MAY, name = eoeHl, GetQuotient = 0.6
6491: Tree: age = 13256, name = RuecTDdqdbYxkANBom, GetQuotient = 0.16666666666666666
6492: Bush: month = Month.AUGUST, name = oUpLVF, GetQuotient = 0.16666666666666666
6493: Flower: name = zoTUmf, Type = Type.GARDEN, GetQuotient = 0.16666666666666666
6494: Tree: age = 6614, name = DMlMUYIazlgxMwqeFfS, GetQuotient = 0.10526315789473684
6495: Tree: age = 10101, name = T, GetQuotient = 0.0
6496: Tree: age = 77708, name = aNfBhhAHDokQOJDrNyzz, GetQuotient = 0.1
6497: Bush: month = Month.JULY, name = FhCkEOOYZR, GetQuotient = 0.0
6498: Flower: name = lhMfwwCwGOCPgaNWiPU, Type = Type.GARDEN, GetQuotient = 0.10526315789473684
6499: Bush: month = Month.AUGUST, name = zHQU, GetQuotient = 0.0
6500: Tree: age = 2324, name = CXKpEfgNNU, GetQuotient = 0.0
6501: Tree: age = 34809, name = jbDOeYm, GetQuotient = 0.14285714285714285
6502: Bush: month = Month.SEPTEMBER, name = GyImUcOaCcDxDBanN, GetQuotient = 0.11764705882352941
6503: Bush: month = Month.JULY, name = cSpOVQCgAlEZIQuQ, GetQuotient = 0.0625
6504: Flower: name = KkTcWcPaFtlulgE, Type = Type.GARDEN, GetQuotient = 0.13333333333333333
6505: Flower: name = JmPye, Type = Type.HOUSE, GetQuotient = 0.2
6506: Flower: name = PUvVbWkkKfmvD, Type = Type.WILD, GetQuotient = 0.0
6507: Flower: name = huvhuUKVvqlU, Type = Type.WILD, GetQuotient = 0.16666666666666666
6508: Flower: name = BNHrmJxSQ, Type = Type.GARDEN, GetQuotient = 0.0
6509: Flower: name = pfcGsRX, Type = Type.WILD, GetQuotient = 0.0
6510: Tree: age = 25333, name = VrrIxZlZ, GetQuotient = 0.0
6511: Flower: name = sgwvQVRxqo, Type = Type.WILD, GetQuotient = 0.1
6512: Flower: name = NdA, Type = Type.GARDEN, GetQuotient = 0.0
6513: Flower: name = EN, Type = Type.HOUSE, GetQuotient = 0.0
6514: Flower: name = cKnpsg, Type = Type.WILD, GetQuotient = 0.0
6515: Flower: name = ouwUpizJvwsMpb, Type = Type.HOUSE, GetQuotient = 0.21428571428571427
6516: Tree: age = 93715, name = pVVKJOSIlFdsIutLEy, GetQuotient = 0.05555555555555555
6517: Tree: age = 52596, name = ofgwYLeCPdVv, GetQuotient = 0.16666666666666666
6518: Tree: age = 18203, name = aNYmAAEqZoAxP, GetQuotient = 0.15384615384615385
6519: Flower: name = EvzzkhyKlo, Type = Type.WILD, GetQuotient = 0.1
6520: Bush: month = Month.NOVEMBER, name = OcjL, GetQuotient = 0.0
6521: Bush: month = Month.AUGUST, name = zhUgLBxB, GetQuotient = 0.0
6522: Flower: name = BbwqNQH, Type = Type.WILD, GetQuotient = 0.0
6523: Tree: age = 21447, name = pVavhtGBbizODE, GetQuotient = 0.14285714285714285
6524: Flower: name = NlPJCgDoC, Type = Type.WILD, GetQuotient = 0.1111111111111111
6525: Tree: age = 98779, name = FG, GetQuotient = 0.0
6526: Flower: name = rrmNOLyFK, Type = Type.GARDEN, GetQuotient = 0.0
6527: Tree: age = 77085, name = JnT, GetQuotient = 0.0
6528: Flower: name = OoJSwWgpakf, Type = Type.HOUSE, GetQuotient = 0.18181818181818182
6529: Tree: age = 23627, name = pJ, GetQuotient = 0.0
6530: Tree: age = 88249, name = PuZivvlBCzOzxSMEQ, GetQuotient = 0.11764705882352941
6531: Bush: month = Month.SEPTEMBER, name = yHVJCsOiDosuB, GetQuotient = 0.23076923076923078
6532: Bush: month = Month.JANUARY, name = hEsdXK, GetQuotient = 0.0
6533: Bush: month = Month.SEPTEMBER, name = ssv, GetQuotient = 0.0
6534: Bush: month = Month.JUNE, name = KWYyj, GetQuotient = 0.0
6535: Flower: name = KlgWZJI, Type = Type.HOUSE, GetQuotient = 0.0
6536: Bush: month = Month.OCTOBER, name = wPCIXxfVp, GetQuotient = 0.0
6537: Tree: age = 5358, name = NrRQzW, GetQuotient = 0.0
6538: Tree: age = 89722, name = WVZDiQTtcVPp, GetQuotient = 0.08333333333333333
6539: Tree: age = 52296, name = YboTulnYsABkpTTmM, GetQuotient = 0.11764705882352941
6540: Bush: month = Month.MARCH, name = suJyowb, GetQuotient = 0.2857142857142857
6541: Bush: month = Month.APRIL, name = BYyFPWrtG, GetQuotient = 0.0
6542: Bush: month = Month.MARCH, name = UmHPsIPOfachqmc, GetQuotient = 0.06666666666666667
6543: Flower: name = UCIvzqCuaMaOLjopIFa, Type = Type.HOUSE, GetQuotient = 0.2631578947368421
6544: Flower: name = fblwSyz, Type = Type.HOUSE, GetQuotient = 0.0
6545: Flower: name = tzxEtZj, Type = Type.WILD, GetQuotient = 0.0
6546: Flower: name = DIOzhWvAegaWqjGpPF, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
6547: Tree: age = 38079, name = JOpNqgcT, GetQuotient = 0.0
6548: Flower: name = GJkYBczYgIsZYorwFdyR, Type = Type.WILD, GetQuotient = 0.05
6549: Flower: name = fAmewbTcxQAqROh, Type = Type.WILD, GetQuotient = 0.06666666666666667
6550: Bush: month = Month.SEPTEMBER, name = NLGHFVdQFVACKBvsAs, GetQuotient = 0.0
6551: Flower: name = IGxpgPGcbVsYUocmXG, Type = Type.GARDEN, GetQuotient = 0.05555555555555555
6552: Flower: name = RoqISBqEmFXNn, Type = Type.HOUSE, GetQuotient = 0.07692307692307693
6553: Bush: month = Month.JULY, name = vaJmVPrkBGqlViye, GetQuotient = 0.1875
6554: Tree: age = 16854, name = Lyn, GetQuotient = 0.0
6555: Tree: age = 16572, name = B, GetQuotient = 0.0
6556: Tree: age = 48693, name = DVkoztOqzQdrud, GetQuotient = 0.14285714285714285
6557: Tree: age = 50505, name = UDRhS, GetQuotient = 0.0
6558: Bush: month = Month.DECEMBER, name = BOfMuctsVYNKxKPly, GetQuotient = 0.058823529411764705
6559: Bush: month = Month.SEPTEMBER, name = PxmDfowAKalhaXnOHrG, GetQuotient = 0.15789473684210525
6560: Bush: month = Month.AUGUST, name = ChLZHERcbKavSVDGpOa, GetQuotient = 0.10526315789473684
6561: Flower: name = vpusRbZIRXOTDjqxUIOC, Type = Type.HOUSE, GetQuotient = 0.05
6562: Tree: age = 65774, name = SKfnNevKYZFoODBG, GetQuotient = 0.125
6563: Tree: age = 43352, name = BSJW, GetQuotient = 0.0
6564: Bush: month = Month.DECEMBER, name = gCQlf, GetQuotient = 0.0
