Sorted container:
Container is store 10000 plants:
0: Tree: age = 75372, name = a, GetQuotient = 1.0
5231: Tree: age = 32302, name = KxcIPHitYyvkVRKB, GetQuotient = 0.0625
5232: Tree: age = 63750, name = tVoCVBcXVZLZLLgB, GetQuotient = 0.0625
5233: Flower: name = gAubfrVgyXZpxdzR, Type = Type.HOUSE, GetQuotient = 0.0625
5234: Bush: month = Month.FEBRUARY, name = oDbEMWqmdTDxVGDT, GetQuotient = 0.0625
5235: Bush: month = Month.SEPTEMBER, name = ZjMNTYuICGTpnWdT, GetQuotient = 0.0625
5236: Tree: age = 76733, name = NhIjggtanQBUKVDf, GetQuotient = 0.0625
5237: Tree: age = 34293, name = KQwhneghwmVdsbFH, GetQuotient = 0.0625
5238: Tree: age = 85562, name = SVriXvIjwfWnQFVI, GetQuotient = 0.0625
5239: Bush: month = Month.JUNE, name = gbBJzfDoWYbTHbtQ, GetQuotient = 0.0625
5240: Bush: month = Month.FEBRUARY, name = yLvelUGVtvwOXPmj, GetQuotient = 0.0625
5241: Flower: name = EAsijjENhMlTGLsO, Type = Type.HOUSE, GetQuotient = 0.0625
5242: Tree: age = 36842, name = dQEHKSInBvFjFeGA, GetQuotient = 0.0625
5243: Bush: month = Month.AUGUST, name = ErknAGvnTmITGNeh, GetQuotient = 0.0625
5244: Flower: name = wWRlxdHOmGAyhuvN, Type = Type.WILD, GetQuotient = 0.0625
5245: Flower: name = fePxxbbdfINvGNRR, Type = Type.WILD, GetQuotient = 0.0625
5246: Flower: name = AivnPVOGRQWTYEwL, Type = Type.GARDEN, GetQuotient = 0.0625
5247: Bush: month = Month.AUGUST, name = WMiyNZbAqWzsBUtQ, GetQuotient = 0.0625
5248: Flower: name = wAbGckBLiWHNNJnJ, Type = Type.HOUSE, GetQuotient = 0.0625
5249: Flower: name = HtBfsaZItNNwykGx, Type = Type.WILD, GetQuotient = 0.0625
5250: Tree: age = 90742, name = FyCuLWZdHxrvkdvs, GetQuotient = 0.0625
5251: Bush: month = Month.JULY, name = nfNOkfXRbFAJiVOE, GetQuotient = 0.0625
5252: Bush: month = Month.JANUARY, name = EOeAnNIEXpqszgNd, GetQuotient = 0.0625
5253: Tree: age = 32509, name = KDfUPXjskBnoqMnZ, GetQuotient = 0.0625
5254: Tree: age = 6177, name = HRHSCrwjwkQXfvCe, GetQuotient = 0.0625
5255: Tree: age = 68804, name = irBfVcdhnDRslQkA, GetQuotient = 0.0625
5256: Tree: age = 89686, name = QGRDyuCIbMOqxIVw, GetQuotient = 0.0625
5257: Bush: month = Month.JANUARY, name = hoGGhjEEDbrGbPMS, GetQuotient = 0.0625
5258: Tree: age = 17319, name = FmrWKfaFzrxEbvhg, GetQuotient = 0.0625
5259: Tree: age = 38092, name = vDItxJcBbtudnLXg, GetQuotient = 0.0625
5260: Flower: name = AatFsqyVfYASdpPZ, Type = Type.HOUSE, GetQuotient = 0.0625
5261: Tree: age = 66261, name = wnPzwiLsvjhnIbRA, GetQuotient = 0.0625
5262: Tree: age = 58948, name = cLSHzrsewODTtBmv, GetQuotient = 0.0625
5263: Bush: month = Month.NOVEMBER, name = wJcbNHicdwsFGcxV, GetQuotient = 0.0625
5264: Tree: age = 43365, name = kBIQhxNBBepqNSwt, GetQuotient = 0.0625
5265: Bush: month = Month.OCTOBER, name = aqUjqWtPXfRUIkyR, GetQuotient = 0.0625
5266: Tree: age = 71875, name = XfAJvTRPzxIrORCi, GetQuotient = 0.0625
5267: Flower: name = vHRcEcYhiDjIqJvq, Type = Type.WILD, GetQuotient = 0.0625
5268: Flower: name = wEAjHBKFNEeMDUSm, Type = Type.HOUSE, GetQuotient = 0.0625
5269: Flower: name = WIPnIuyTvdILbrPR, Type = Type.GARDEN, GetQuotient = 0.0625
5270: Flower: name = wKFQWnOdGhajmIUW, Type = Type.GARDEN, GetQuotient = 0.0625
5271: Bush: month = Month.SEPTEMBER, name = EVknVPSlIwmGMcSa, GetQuotient = 0.0625
5272: Tree: age = 15800, name = klHsTLUEUtZaDrqZ, GetQuotient = 0.0625
5273: Bush: month = Month.APRIL, name = FGJAhJWtvNycrOik, GetQuotient = 0.0625
5274: Tree: age = 53806, name = QhIhVjFYigmbFYRy, GetQuotient = 0.0625
5275: Tree: age = 34289, name = TQltEZuAhpGjQytg, GetQuotient = 0.0625
5276: Flower: name = uhvYRFfprSQEtVKF, Type = Type.WILD, GetQuotient = 0.0625
5277: Flower: name = mGZNoTkBlKHRpzjI, Type = Type.HOUSE, GetQuotient = 0.0625
5278: Tree: age = 28611, name = OWYdJcHzAoftYwNv, GetQuotient = 0.0625
5279: Flower: name = FDoRddLUxMcxxHsQ, Type = Type.HOUSE, GetQuotient = 0.0625
5280: Bush: month = Month.OCTOBER, name = qUmJUzuBKHZnyLCO, GetQuotient = 0.0625
5281: Flower: name = saNVAByFNJLdGlMR, Type = Type.HOUSE, GetQuotient = 0.0625
5282: Tree: age = 91477, name = CIBEEKvnYfzOTbiS, GetQuotient = 0.0625
5283: Flower: name = khNGZNUFMqVltSur, Type = Type.GARDEN, GetQuotient = 0.0625
5284: Flower: name = kfATQFpodVPcrzbj, Type = Type.GARDEN, GetQuotient = 0.0625
5285: Tree: age = 42966, name = hRAMoQNXVTgLDRBF, GetQuotient = 0.0625
5286: Flower: name = xDHYadChNEXvVNkt, Type = Type.HOUSE, GetQuotient = 0.0625
5287: Tree: age = 94957, name = dKjMvAJbaKZhdEOx, GetQuotient = 0.0625
5288: Flower: name = NWxlpvwdJgiWzLsr, Type = Type.WILD, GetQuotient = 0.0625
5289: Bush: month = Month.SEPTEMBER, name = kLtPcatjhnMLzXqE, GetQuotient = 0.0625
5290: Tree: age = 33868, name = tPjQsgXhXYtCZPVa, GetQuotient = 0.0625
5291: Flower: name = dEnhDOviAvmYlncF, Type = Type.HOUSE, GetQuotient = 0.0625
5292: Bush: month = Month.OCTOBER, name = WVwUJwDMZZHZdeMk, GetQuotient = 0.0625
5293: Tree: age = 54535, name = rkdhyZFPwCRduxTp, GetQuotient = 0.0625
5294: Bush: month = Month.JULY, name = VXnFrmWUCVcMakpG, GetQuotient = 0.0625
5295: Flower: name = IGmIXEYlKoVUbSzh, Type = Type.WILD, GetQuotient = 0.0625
5296: Bush: month = Month.MARCH, name = rXvAhpHoBXcJrPtU, GetQuotient = 0.0625
5297: Bush: month = Month.JANUARY, name = cBorvDzMxlAUQMdY, GetQuotient = 0.0625
5298: Bush: month = Month.JULY, name = cSpOVQCgAlEZIQuQ, GetQuotient = 0.0625
5299: Flower: name = xnoXFqTHTEEIydMd, Type = Type.WILD, GetQuotient = 0.0625
5300: Tree: age = 16990, name = ZCnDLmniCLSbROrd, GetQuotient = 0.0625
5301: Tree: age = 93167, name = fwfeYnIYxkYAfdZj, GetQuotient = 0.0625
5302: Tree: age = 87571, name = EcrYYadtRQvFGDjO, GetQuotient = 0.0625
5303: Flower: name = fnSnWZkroZHmSHZz, Type = Type.GARDEN, GetQuotient = 0.0625
5304: Bush: month = Month.DECEMBER, name = FoZsvrjGgnwkEEzf, GetQuotient = 0.0625
5305: Tree: age = 29105, name = GVJeyZXwrxTnEfxQ, GetQuotient = 0.0625
5306: Bush: month = Month.MAY, name = ymjujGrdvfVpLYAI, GetQuotient = 0.0625
5307: Tree: age = 89904, name = qNlcDxapbkvIQyLR, GetQuotient = 0.0625
5308: Tree: age = 21357, name = GJtpvXlzWZbgdikz, GetQuotient = 0.0625
5309: Tree: age = 69357, name = cdTjTQiRxSgcFbcZ, GetQuotient = 0.0625
5310: Tree: age = 90983, name = pLxYgnWzkgxxAufK, GetQuotient = 0.0625
5311: Tree: age = 50620, name = cniSjkVWUkGfcRCZ, GetQuotient = 0.0625
5312: Flower: name = gmribPxAUpHAkyzj, Type = Type.GARDEN, GetQuotient = 0.0625
5313: Flower: name = qxsNtUCSYkqHMtoX, Type = Type.HOUSE, GetQuotient = 0.0625
5314: Tree: age = 95475, name = hleFwYJYMOPbGlJG, GetQuotient = 0.0625
5315: Bush: month = Month.FEBRUARY, name = StJOlYiljtcQNUpy, GetQuotient = 0.0625
5316: Bush: month = Month.NOVEMBER, name = JgynsOuRKbljEWXJ, GetQuotient = 0.0625
5317: Tree: age = 83910, name = rWgSszcjSGQQiCBm, GetQuotient = 0.0625
5318: Flower: name = eIYVXZVgXNJRXIlm, Type = Type.HOUSE, GetQuotient = 0.0625
5319: Tree: age = 45238, name = WwpCHIhYtovrDKbl, GetQuotient = 0.0625
5320: Flower: name = nocEJPIwqJlwBQzQ, Type = Type.GARDEN, GetQuotient = 0.0625
5321: Flower: name = QarwzttqrPsHFImS, Type = Type.WILD, GetQuotient = 0.0625
5322: Tree: age = 59002, name = ZgqwdBJrJdSchxeA, GetQuotient = 0.0625
5323: Bush: month = Month.APRIL, name = oJpsURyxktytbCYg, GetQuotient = 0.0625
5324: Flower: name = ObAJNDERoIVQOpXX, Type = Type.WILD, GetQuotient = 0.0625
5325: Flower: name = MtURNskfbQrUULuG, Type = Type.GARDEN, GetQuotient = 0.0625
5326: Bush: month = Month.OCTOBER, name = GWZHWPtCZrnbuTKA, GetQuotient = 0.0625
5327: Bush: month = Month.SEPTEMBER, name = SvzZVYWNhPbpALGe, GetQuotient = 0.0625
5328: Bush: month = Month.JANUARY, name = mzyGbpPqukAVFcKK, GetQuotient = 0.0625
5329: Flower: name = pQnQXjShQotpWcLv, Type = Type.GARDEN, GetQuotient = 0.0625
5330: Bush: month = Month.NOVEMBER, name = dwEZQJjcfSKqaVKl, GetQuotient = 0.0625
5331: Tree: age = 11070, name = DgMykrQWlqCkEerP, GetQuotient = 0.0625
5332: Tree: age = 24366, name = HejTvxIVGLHKQjHF, GetQuotient = 0.0625
5333: Tree: age = 3612, name = izBTUExbjUqYBhyT, GetQuotient = 0.0625
5334: Bush: month = Month.SEPTEMBER, name = VObomsGXwTEkpxfY, GetQuotient = 0.0625
5335: Flower: name = SNqXuwJJOLYSfjWJ, Type = Type.HOUSE, GetQuotient = 0.0625
5336: Bush: month = Month.OCTOBER, name = gGlKVWEosqzhCtXN, GetQuotient = 0.0625
5337: Flower: name = PlxHtPmkBXWevAkE, Type = Type.GARDEN, GetQuotient = 0.0625
5338: Flower: name = mqmhhWLHIpdBeqnX, Type = Type.HOUSE, GetQuotient = 0.0625
5339: Tree: age = 68476, name = fJaJzjpUkpqSdhAc, GetQuotient = 0.0625
5340: Tree: age = 61616, name = pMDMrBfbEchuDrqC, GetQuotient = 0.0625
5341: Flower: name = FpHynmezjDHBAMtt, Type = Type.HOUSE, GetQuotient = 0.0625
5342: Bush: month = Month.APRIL, name = gBtWEpKuyxYZfWPj, GetQuotient = 0.0625
5343: Tree: age = 4401, name = zxmYwaLHfIWPwwpf, GetQuotient = 0.0625
5344: Flower: name = iklOKQpTZtOPEQUh, Type = Type.HOUSE, GetQuotient = 0.0625
5345: Flower: name = fclJeZlTcZKNTCgw, Type = Type.WILD, GetQuotient = 0.0625
5346: Tree: age = 19782, name = jLLYWxuWtXsQzmpF, GetQuotient = 0.0625
5347: Bush: month = Month.FEBRUARY, name = TCMnLynchFbAoEwy, GetQuotient = 0.0625
5348: Tree: age = 5288, name = UoMdyNUsjRCIQjBt, GetQuotient = 0.0625
5349: Tree: age = 27432, name = xPNjmhJLbBqemQBp, GetQuotient = 0.0625
5350: Tree: age = 73819, name = bQTxuyLxypBZvIty, GetQuotient = 0.0625
5351: Flower: name = AumGPTxnIFtQnrQn, Type = Type.GARDEN, GetQuotient = 0.0625
5352: Flower: name = prvxsovXYKgIMlpH, Type = Type.WILD, GetQuotient = 0.0625
5353: Flower: name = eEcBADkSYwhjXNbn, Type = Type.HOUSE, GetQuotient = 0.0625
5354: Bush: month = Month.OCTOBER, name = flQQkmEsdUnzXqdo, GetQuotient = 0.0625
5355: Flower: name = gdAbKMtUXobMtLKyR, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5356: Bush: month = Month.JUNE, name = JmnxuvqchhxYLRzyY, GetQuotient = 0.058823529411764705
5357: Bush: month = Month.MARCH, name = MAVRLTYaHrFSJmIcT, GetQuotient = 0.058823529411764705
5358: Tree: age = 99852, name = NvIPPeHgEBrIysTGd, GetQuotient = 0.058823529411764705
5359: Flower: name = PrjAmzEgbhybBXQiU, Type = Type.WILD, GetQuotient = 0.058823529411764705
5360: Bush: month = Month.JANUARY, name = CMzxxLSLPCmtanPzg, GetQuotient = 0.058823529411764705
5361: Bush: month = Month.FEBRUARY, name = xgOzbycEqqhpTBpeL, GetQuotient = 0.058823529411764705
5362: Bush: month = Month.OCTOBER, name = bRAnwbGqVrdxZHvaz, GetQuotient = 0.058823529411764705
5363: Flower: name = IHpQaykApWMMCTNlx, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5364: Bush: month = Month.MAY, name = zIPMmNQrgJQMlNnaq, GetQuotient = 0.058823529411764705
5365: Flower: name = wdySmfdeYYldNBQKF, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5366: Bush: month = Month.JULY, name = bLAlbnyHXIGbiOnIW, GetQuotient = 0.058823529411764705
5367: Flower: name = hmTmscRGabcZScwfk, Type = Type.WILD, GetQuotient = 0.058823529411764705
5368: Bush: month = Month.OCTOBER, name = FEbyahUXWnhIvDpQT, GetQuotient = 0.058823529411764705
5369: Bush: month = Month.FEBRUARY, name = wcBjEzoEtAbAlWQFC, GetQuotient = 0.058823529411764705
5370: Bush: month = Month.SEPTEMBER, name = SkTUXELrAwlZmNOzu, GetQuotient = 0.058823529411764705
5371: Tree: age = 87280, name = wXPhifkRkYzbqmlyz, GetQuotient = 0.058823529411764705
5372: Tree: age = 96073, name = uALCkkCDcrYSnWRGg, GetQuotient = 0.058823529411764705
5373: Tree: age = 89182, name = MEtntoqvlxVNAAsDB, GetQuotient = 0.058823529411764705
5374: Flower: name = cddxmxdPhUPuwXttc, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5375: Tree: age = 426, name = KDGkPOnkyykGxMxPu, GetQuotient = 0.058823529411764705
5376: Tree: age = 15319, name = gKLhHzUAkAhDnebOW, GetQuotient = 0.058823529411764705
5377: Flower: name = KuLKFLZZQwQntkKJQ, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5378: Flower: name = LrZWTVFrOpnatptLB, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5379: Tree: age = 12800, name = TBTlSlyVeEXIppAfk, GetQuotient = 0.058823529411764705
5380: Flower: name = NfmfKPCamJXUklljq, Type = Type.WILD, GetQuotient = 0.058823529411764705
5381: Bush: month = Month.APRIL, name = tZTxXlWQxjAsFNumJ, GetQuotient = 0.058823529411764705
5382: Bush: month = Month.FEBRUARY, name = YLGMFZgqfYaXKljpO, GetQuotient = 0.058823529411764705
5383: Flower: name = pIftuHqcBEXWNHxrq, Type = Type.WILD, GetQuotient = 0.058823529411764705
5384: Flower: name = PaMwPGVcjcCszcgtN, Type = Type.WILD, GetQuotient = 0.058823529411764705
5385: Tree: age = 55272, name = DTlvfakUGrnnnMCtH, GetQuotient = 0.058823529411764705
5386: Bush: month = Month.JANUARY, name = etBVyJIIxNcnvOgCN, GetQuotient = 0.058823529411764705
5387: Tree: age = 1048, name = BUtUXgRlItuzDGJch, GetQuotient = 0.058823529411764705
5388: Flower: name = kybnerGzMEZsvfhXp, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5389: Bush: month = Month.APRIL, name = wmHZcWSVGqRyVqZqi, GetQuotient = 0.058823529411764705
5390: Bush: month = Month.JUNE, name = dhXEfcsvbwMelmWkT, GetQuotient = 0.058823529411764705
5391: Bush: month = Month.MAY, name = JMcWsjlJXZuwOOKBd, GetQuotient = 0.058823529411764705
5392: Flower: name = sAnHXCzYCkdBGBAaU, Type = Type.WILD, GetQuotient = 0.058823529411764705
5393: Bush: month = Month.JANUARY, name = SAQRrkqwOsibNlkPS, GetQuotient = 0.058823529411764705
5394: Tree: age = 73376, name = AyfaJrxxUrlDUrksb, GetQuotient = 0.058823529411764705
5395: Tree: age = 55977, name = CjPFBYeAESlTwlvNq, GetQuotient = 0.058823529411764705
5396: Bush: month = Month.NOVEMBER, name = jLcGTtlykLIQbAoEh, GetQuotient = 0.058823529411764705
5397: Bush: month = Month.NOVEMBER, name = WGVToKlTjIGkTctDx, GetQuotient = 0.058823529411764705
5398: Tree: age = 29042, name = ghjXzLWMhBaIvydVY, GetQuotient = 0.058823529411764705
5399: Flower: name = cCqyzOTTWCvJmXaAH, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5400: Bush: month = Month.OCTOBER, name = mVHcnbdNzuWGKAckY, GetQuotient = 0.058823529411764705
5401: Flower: name = qAyHQXbFIYxJbRJgo, Type = Type.WILD, GetQuotient = 0.058823529411764705
5402: Bush: month = Month.JANUARY, name = wbGUlVinlmGfpkwlS, GetQuotient = 0.058823529411764705
5403: Bush: month = Month.OCTOBER, name = rNknYBsGFePwUcIpP, GetQuotient = 0.058823529411764705
5404: Bush: month = Month.APRIL, name = MbWbtMALMUlvzIKoO, GetQuotient = 0.058823529411764705
5405: Flower: name = GtPGjxHFMzuVQGvAk, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5406: Bush: month = Month.JULY, name = VXABNwvkNiWlIfCsQ, GetQuotient = 0.058823529411764705
5407: Tree: age = 70966, name = XqNPBKmCYtthVjwQa, GetQuotient = 0.058823529411764705
5408: Bush: month = Month.NOVEMBER, name = HTIjVBVXamJPSZIgX, GetQuotient = 0.058823529411764705
5409: Flower: name = mBwDyHvPWuTvIsJNF, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5410: Bush: month = Month.MARCH, name = wKhsLxiFHqyYfqLYX, GetQuotient = 0.058823529411764705
5411: Tree: age = 45139, name = BgMDMoVBnBlEXdKlF, GetQuotient = 0.058823529411764705
5412: Tree: age = 3658, name = lKUEDkcwESihBwYML, GetQuotient = 0.058823529411764705
5413: Bush: month = Month.MARCH, name = DpMOzxEUdYfuwTksP, GetQuotient = 0.058823529411764705
5414: Tree: age = 17347, name = rWfvKZzWDHIjNtnLe, GetQuotient = 0.058823529411764705
5415: Bush: month = Month.DECEMBER, name = WHGPqrVEClJIzupdO, GetQuotient = 0.058823529411764705
5416: Flower: name = ZXFfRuSFhbmIKrHZs, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5417: Bush: month = Month.DECEMBER, name = uKCTmTPyAMYLwKnVI, GetQuotient = 0.058823529411764705
5418: Tree: age = 69196, name = dPbIGxBjXJIoTyqyV, GetQuotient = 0.058823529411764705
5419: Flower: name = giRsMsxdHSWNBzghj, Type = Type.WILD, GetQuotient = 0.058823529411764705
5420: Flower: name = gcHHwgqjxffIRiRqP, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5421: Tree: age = 12645, name = fZyKtKmkjQKnkuNZG, GetQuotient = 0.058823529411764705
5422: Bush: month = Month.SEPTEMBER, name = QcPjqHOLcstyqeKxy, GetQuotient = 0.058823529411764705
5423: Bush: month = Month.MARCH, name = MByvbWucgXrSGcXTt, GetQuotient = 0.058823529411764705
5424: Flower: name = RvwnShYtWiMZqCDnV, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5425: Bush: month = Month.MARCH, name = VzlxgvBuKVPslGyRV, GetQuotient = 0.058823529411764705
5426: Tree: age = 88087, name = xCwLQYiMydOJmJLZm, GetQuotient = 0.058823529411764705
5427: Bush: month = Month.APRIL, name = WoBWzlLNzzDZIbVRK, GetQuotient = 0.058823529411764705
5428: Flower: name = KcaZVvmEnpGWMDTnC, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5429: Tree: age = 25477, name = kpxTRVpDrCynkeUkY, GetQuotient = 0.058823529411764705
5430: Flower: name = BkpolMLDLQjPJNUTV, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5431: Bush: month = Month.NOVEMBER, name = AyNvqeSxVlTbNPdNN, GetQuotient = 0.058823529411764705
5432: Flower: name = BmHBGtEbjxwjhXURe, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5433: Bush: month = Month.DECEMBER, name = dciKlJDQWQIPrtQsQ, GetQuotient = 0.058823529411764705
5434: Bush: month = Month.DECEMBER, name = MqMMlNYILWwpwBzuk, GetQuotient = 0.058823529411764705
5435: Tree: age = 34812, name = ZgtOfONpmigYbHFKg, GetQuotient = 0.058823529411764705
5436: Tree: age = 93920, name = vdHtqLKRLMrefVBxM, GetQuotient = 0.058823529411764705
5437: Flower: name = JtWhmRCENCDhJBQer, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5438: Bush: month = Month.APRIL, name = iDrccfTIyBwdMQgkO, GetQuotient = 0.058823529411764705
5439: Flower: name = gsLjSjEUSOlPUZWel, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5440: Flower: name = tWOVJlKILYecLsLgZ, Type = Type.WILD, GetQuotient = 0.058823529411764705
5441: Tree: age = 51505, name = ZqyRolpdyNHCzCzwh, GetQuotient = 0.058823529411764705
5442: Flower: name = AXBHDmTDlXzmXaKOV, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5443: Tree: age = 17087, name = GPWccvMTvJNfyTimB, GetQuotient = 0.058823529411764705
5444: Bush: month = Month.FEBRUARY, name = MIGDUyBKbMUxeYhYG, GetQuotient = 0.058823529411764705
5445: Bush: month = Month.NOVEMBER, name = jGRHHADLIjozTIDIR, GetQuotient = 0.058823529411764705
5446: Bush: month = Month.FEBRUARY, name = ZTndHrIPUPbnoWNrK, GetQuotient = 0.058823529411764705
5447: Tree: age = 72640, name = nSZCcKBqUKyUxurSA, GetQuotient = 0.058823529411764705
5448: Tree: age = 17494, name = JMZHaQGgZcsIjWHry, GetQuotient = 0.058823529411764705
5449: Tree: age = 81772, name = PSdFrsmaZLsMvjgzK, GetQuotient = 0.058823529411764705
5450: Flower: name = rqSlFllVNAmivBmSG, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5451: Flower: name = hsOXOCRzHSUKAeKPR, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5452: Tree: age = 22724, name = MaytEzpGwHXgtJTrG, GetQuotient = 0.058823529411764705
5453: Bush: month = Month.SEPTEMBER, name = ZRbAXIFKNPViprfzR, GetQuotient = 0.058823529411764705
5454: Bush: month = Month.JANUARY, name = WnfUgfCsfIAPRhWoq, GetQuotient = 0.058823529411764705
5455: Tree: age = 50767, name = yyUUsjxplifzpdWMl, GetQuotient = 0.058823529411764705
5456: Tree: age = 22763, name = bccqGZhAOawmEzgvH, GetQuotient = 0.058823529411764705
5457: Bush: month = Month.FEBRUARY, name = lPXDJmBMeWmOQQYOy, GetQuotient = 0.058823529411764705
5458: Bush: month = Month.NOVEMBER, name = UnCELXtUrRAlbpZew, GetQuotient = 0.058823529411764705
5459: Bush: month = Month.MAY, name = hvFAfstECNrYxciWQ, GetQuotient = 0.058823529411764705
5460: Flower: name = fyXGiLYhHAltAJLnr, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5461: Flower: name = JurgGbZlTKEYlDwkl, Type = Type.WILD, GetQuotient = 0.058823529411764705
5462: Flower: name = OXNXTQYQxrkexIZsI, Type = Type.WILD, GetQuotient = 0.058823529411764705
5463: Flower: name = JXRSsmhirnAsMDcbb, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5464: Flower: name = QKFNcpwUGMcVunYAT, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5465: Flower: name = qXZUIzHgXuAqNKrIK, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
5466: Flower: name = skfddmFFFNHUsxoSS, Type = Type.WILD, GetQuotient = 0.058823529411764705
5467: Tree: age = 14373, name = hPXJbCfXigDVTIpCg, GetQuotient = 0.058823529411764705
5468: Bush: month = Month.FEBRUARY, name = OUhSsTTXLLrbcejVC, GetQuotient = 0.058823529411764705
5469: Flower: name = OrRFqCKmuwQPJFYXN, Type = Type.GARDEN, GetQuotient = 0.058823529411764705
5470: Bush: month = Month.JANUARY, name = VWQcyvNrfwPUMnMil, GetQuotient = 0.058823529411764705
5471: Bush: month = Month.OCTOBER, name = sJqULBMBGTPsDshVi, GetQuotient = 0.058823529411764705
5472: Flower: name = uQAkFmPKBBtkrVHVk, Type = Type.WILD, GetQuotient = 0.058823529411764705
5473: Flower: name = yPBggQIJXFjoIMgkr, Type = Type.WILD, GetQuotient = 0.058823529411764705
5474: Tree: age = 72362, name = ZYMexMlHQgfQrGtAw, GetQuotient = 0.058823529411764705
5475: Bush: month = Month.DECEMBER, name = BOfMuctsVYNKxKPly, GetQuotient = 0.058823529411764705
5476: Bush: month = Month.SEPTEMBER, name = xeKQBESADsYwDkTlz, GetQuotient = 0.058823529411764705
5477: Tree: age = 10888, name = RFEsUqsFWAwreQjbf, GetQuotient = 0.058823529411764705
5478: Flower: name = WcNTsopRhdFfkdJlY, Type = Type.HOUSE, GetQuotient = 0.058823529411764705
